age,salary,savings,risk_profile,goal,goal_amount,years_to_goal,selected_instrument,outcome
41,95035,1034336,Low,Travel Abroad,214280,1,RD,Success
40,53069,35651,Low,Tax Saving,715467,3,Equity Mutual Fund,Success
57,184074,1443100,Medium,Car Purchase,7329874,20,Balanced Mutual Fund,Success
38,162138,1662456,High,Travel Abroad,3510290,8,Balanced Mutual Fund,Success
33,171013,906789,Medium,Tax Saving,7876818,8,ULIP,Success
45,96094,884039,High,Retirement,8278801,16,Liquid Mutual Fund,Success
59,184032,430644,Low,Emergency Fund,5821384,19,Liquid Mutual Fund,Success
55,187966,1672698,Low,Travel Abroad,7232982,3,Savings Account,Success
46,33843,246582,Low,Emergency Fund,866054,19,RD,Success
22,108209,1163015,Medium,Travel Abroad,4675025,14,RD,Success
27,33127,132768,Low,Tax Saving,7299604,27,ULIP,Success
54,170365,392171,High,Car Purchase,9446519,30,Sukanya Samriddhi,Success
24,141877,240974,Medium,Buy a House,5626437,22,PPF,Failure
59,189817,1959076,Low,Travel Abroad,1348190,1,ELSS Mutual Fund,Success
45,162511,1934407,High,Buy a House,6874983,14,ULIP,Success
50,113301,993516,Low,Travel Abroad,3107628,28,Liquid Mutual Fund,Success
54,58015,420098,Low,Travel Abroad,2058250,6,ELSS Mutual Fund,Success
23,35212,195491,High,Tax Saving,2616506,30,Liquid Mutual Fund,Success
56,28009,187240,Low,Buy a House,9825483,21,ELSS Mutual Fund,Success
36,18295,105289,Medium,Tax Saving,7627005,3,Gold ETF,Success
41,21568,39938,Low,Buy a House,3427419,16,Equity Mutual Fund,Success
22,51030,298923,High,Travel Abroad,1773713,14,Gold ETF,Success
30,80621,845268,Low,Tax Saving,3586538,15,PPF,Success
29,177210,181403,Low,Tax Saving,5336311,8,ELSS Mutual Fund,Success
37,182902,1309207,Medium,Buy a House,4048426,28,Equity Mutual Fund,Success
37,80794,62821,Low,Car Purchase,7787750,26,ULIP,Success
58,79372,358631,Medium,Travel Abroad,4856498,10,ELSS Mutual Fund,Success
23,23276,93456,Low,Retirement,7860523,27,ELSS Mutual Fund,Success
32,46862,254176,High,Tax Saving,5619278,9,NPS,Success
48,169644,898859,High,Car Purchase,3545882,5,FD,Success
41,37759,123155,Medium,Child Education,7370236,15,Debt Mutual Fund,Success
57,74972,95714,Medium,Car Purchase,3795680,11,FD,Success
39,114536,743140,Medium,Emergency Fund,6330947,10,Liquid Mutual Fund,Success
37,142180,656309,High,Emergency Fund,6145343,1,RD,Success
25,38353,142502,Medium,Emergency Fund,1723151,10,ELSS Mutual Fund,Success
42,76107,334121,Medium,Car Purchase,538072,14,FD,Failure
45,175801,2017232,Medium,Travel Abroad,9554926,27,Debt Mutual Fund,Success
49,149883,677808,Medium,Car Purchase,6209482,8,ULIP,Failure
31,94214,637795,Low,Retirement,6735389,27,FD,Success
27,151795,910479,Low,Emergency Fund,388402,25,RD,Success
48,37474,410189,Medium,Child Education,9460282,5,Equity Mutual Fund,Success
58,61723,658925,Low,Travel Abroad,7571839,29,Balanced Mutual Fund,Success
50,134005,712948,High,Car Purchase,7068794,28,Equity Mutual Fund,Success
47,121409,1087337,Low,Buy a House,9495756,23,RD,Success
39,138585,219228,Low,Car Purchase,5908378,12,ELSS Mutual Fund,Success
55,187072,1459654,Low,Car Purchase,7951660,29,ULIP,Success
55,16469,48804,Medium,Buy a House,4396539,25,PPF,Success
36,114902,317514,Medium,Child Education,8780180,20,ELSS Mutual Fund,Success
39,69936,566572,Low,Travel Abroad,5222396,13,Sukanya Samriddhi,Success
42,123040,1011441,Low,Emergency Fund,1392784,13,FD,Success
51,165879,727820,Medium,Retirement,9332166,17,ELSS Mutual Fund,Success
55,101072,912804,Low,Emergency Fund,737901,2,RD,Success
34,150327,695134,High,Tax Saving,7109235,16,ELSS Mutual Fund,Success
39,180409,872814,Medium,Retirement,1422791,8,Savings Account,Failure
53,176929,674636,Medium,Retirement,6398523,7,Savings Account,Success
55,118887,144684,Medium,Buy a House,647525,9,FD,Success
57,32492,101049,High,Child Education,2790799,1,ELSS Mutual Fund,Success
25,118796,993929,High,Child Education,5051547,25,FD,Success
35,129243,1360491,High,Retirement,1353988,15,Savings Account,Success
45,182129,764388,High,Retirement,4230658,17,Sukanya Samriddhi,Success
55,148815,501235,High,Emergency Fund,7752949,18,Balanced Mutual Fund,Success
48,199167,375234,Medium,Travel Abroad,3923344,10,Balanced Mutual Fund,Success
48,35497,341268,High,Emergency Fund,586863,24,Balanced Mutual Fund,Success
48,183021,1219492,High,Emergency Fund,4448712,5,Balanced Mutual Fund,Success
38,59595,305705,High,Car Purchase,6161017,20,Savings Account,Success
31,199473,1083729,Medium,Emergency Fund,5223281,13,PPF,Success
31,105344,589131,Low,Child Education,4118849,2,Sukanya Samriddhi,Success
27,140363,1130408,High,Emergency Fund,1054492,29,Equity Mutual Fund,Success
37,61821,24414,High,Buy a House,4632497,22,ELSS Mutual Fund,Success
46,135986,309960,Medium,Retirement,5501432,17,Sukanya Samriddhi,Success
33,193126,1392276,Low,Child Education,2859976,4,PPF,Failure
35,113466,1220321,Low,Buy a House,9492217,18,Balanced Mutual Fund,Success
28,119969,1262993,High,Tax Saving,2294321,13,RD,Success
25,40422,248751,Low,Car Purchase,2384321,14,RD,Failure
51,145561,1399378,Low,Car Purchase,9206023,9,NPS,Success
29,92228,929075,Low,Tax Saving,2512480,7,Liquid Mutual Fund,Success
27,91538,951388,High,Retirement,4200752,19,Balanced Mutual Fund,Success
38,157976,1584340,Low,Travel Abroad,297423,1,Sukanya Samriddhi,Success
33,175160,1883902,Low,Tax Saving,6456634,17,PPF,Success
56,23465,150526,High,Emergency Fund,2729666,19,PPF,Success
34,190701,1504978,Low,Child Education,5151596,11,Liquid Mutual Fund,Success
33,160932,1314772,High,Emergency Fund,7982273,9,RD,Success
51,140165,55591,Low,Travel Abroad,7108990,8,Balanced Mutual Fund,Success
55,59233,425731,Low,Travel Abroad,702041,15,ELSS Mutual Fund,Success
23,61723,323278,High,Buy a House,8032342,5,Gold ETF,Failure
27,26875,92320,Medium,Emergency Fund,2972028,18,FD,Failure
35,135241,368638,High,Emergency Fund,7108112,1,ELSS Mutual Fund,Success
37,112352,41570,High,Emergency Fund,1730637,19,Equity Mutual Fund,Success
27,193402,1782493,Low,Buy a House,6380439,21,PPF,Failure
60,156717,1293883,Low,Car Purchase,6723064,29,Debt Mutual Fund,Success
47,62872,147397,High,Travel Abroad,6240572,27,Liquid Mutual Fund,Success
47,98146,1128624,Low,Emergency Fund,4508928,10,NPS,Success
60,48162,105740,Low,Buy a House,6814386,20,Debt Mutual Fund,Failure
59,146842,1575750,High,Tax Saving,3405751,30,Debt Mutual Fund,Success
24,158283,361482,High,Child Education,5722203,27,RD,Success
49,81251,649480,Low,Travel Abroad,1282044,1,Liquid Mutual Fund,Success
44,147654,1746154,Low,Emergency Fund,4611565,4,Liquid Mutual Fund,Success
30,195488,2238374,High,Car Purchase,5719929,10,Liquid Mutual Fund,Failure
40,185867,2077244,Medium,Retirement,1903897,6,Gold ETF,Success
34,124027,365295,High,Emergency Fund,6486969,15,Savings Account,Success
24,49224,345494,High,Travel Abroad,9600442,27,NPS,Success
53,37374,293189,High,Child Education,3101914,3,Balanced Mutual Fund,Success
35,116844,695899,High,Travel Abroad,1267598,13,Liquid Mutual Fund,Success
32,44126,343217,High,Travel Abroad,4518554,14,ULIP,Success
52,128509,631362,Medium,Child Education,7230513,26,PPF,Success
50,57046,487245,Low,Tax Saving,8029067,14,Liquid Mutual Fund,Success
46,179708,514062,Low,Tax Saving,8899479,11,Liquid Mutual Fund,Failure
26,166355,770253,High,Emergency Fund,9979967,14,NPS,Success
52,61950,13747,Low,Buy a House,784954,29,RD,Success
36,161950,1646879,High,Buy a House,3464365,15,FD,Failure
36,150685,912069,Medium,Buy a House,9696896,22,Balanced Mutual Fund,Success
32,77576,749998,Low,Buy a House,7434894,10,ELSS Mutual Fund,Success
59,98127,798762,High,Tax Saving,7704597,27,Savings Account,Success
57,182646,695788,Low,Emergency Fund,2261456,21,Equity Mutual Fund,Success
46,49802,568254,Medium,Car Purchase,7713575,1,Debt Mutual Fund,Success
43,180828,585639,High,Tax Saving,7024968,5,FD,Success
45,71075,627658,High,Car Purchase,789990,21,PPF,Success
22,94981,1134540,Medium,Emergency Fund,2602519,7,PPF,Success
49,84765,873776,High,Car Purchase,8574016,14,ELSS Mutual Fund,Success
47,141758,1161469,High,Child Education,6977452,1,RD,Success
38,21554,49019,Low,Child Education,8574298,14,ULIP,Success
38,131641,413011,Low,Travel Abroad,8255930,30,ULIP,Success
35,184292,1712153,High,Tax Saving,3677458,6,Equity Mutual Fund,Success
33,153580,884166,High,Buy a House,6943263,10,RD,Success
58,195048,2065252,Medium,Travel Abroad,4781818,17,Liquid Mutual Fund,Success
55,152049,224488,High,Emergency Fund,3754359,11,Balanced Mutual Fund,Success
45,166993,916964,Low,Travel Abroad,1936106,9,Liquid Mutual Fund,Success
40,122003,1421926,Low,Tax Saving,3589654,21,FD,Success
43,199784,514161,Medium,Retirement,6434930,9,ELSS Mutual Fund,Success
22,130315,1261813,Medium,Car Purchase,6642723,9,ELSS Mutual Fund,Success
55,102785,766373,Low,Travel Abroad,5171058,13,Balanced Mutual Fund,Success
45,34611,241133,Low,Travel Abroad,6139237,2,FD,Success
28,72920,575473,High,Travel Abroad,9681616,8,Balanced Mutual Fund,Success
57,141049,602181,Medium,Travel Abroad,6739692,24,Sukanya Samriddhi,Success
35,119183,98894,Low,Car Purchase,5221439,4,Gold ETF,Failure
48,41320,164021,High,Emergency Fund,2219849,11,RD,Success
46,186154,1566464,High,Retirement,8455360,17,Liquid Mutual Fund,Success
33,44934,435127,High,Buy a House,8117647,2,NPS,Success
37,150858,1252213,High,Retirement,994260,25,ELSS Mutual Fund,Success
51,20663,236289,Low,Tax Saving,2183936,6,PPF,Success
57,181808,1348191,Medium,Child Education,3957180,19,PPF,Success
22,83967,349051,High,Retirement,1627615,21,Liquid Mutual Fund,Success
33,97616,138591,Medium,Emergency Fund,5605138,5,Savings Account,Success
23,94266,513186,High,Car Purchase,8117141,2,Debt Mutual Fund,Success
44,163083,331042,Medium,Emergency Fund,5804954,19,Balanced Mutual Fund,Success
59,109942,992930,Low,Child Education,7642377,28,Sukanya Samriddhi,Success
25,94403,267073,Low,Retirement,660456,19,Sukanya Samriddhi,Success
57,126289,196065,Low,Buy a House,9344683,26,ELSS Mutual Fund,Success
38,81934,194225,Low,Tax Saving,4388901,17,Equity Mutual Fund,Success
45,104854,1125367,Medium,Travel Abroad,9024219,11,Sukanya Samriddhi,Success
53,58417,510839,High,Tax Saving,1225903,2,RD,Success
24,142355,344004,High,Retirement,7016556,28,Liquid Mutual Fund,Success
34,70160,776250,Medium,Child Education,7446926,22,PPF,Failure
39,82609,659099,Low,Car Purchase,8267633,25,ELSS Mutual Fund,Success
39,55859,55192,High,Retirement,4860248,2,Debt Mutual Fund,Success
49,92533,706390,Medium,Retirement,1649117,3,ULIP,Success
34,86182,384882,High,Travel Abroad,8972621,22,PPF,Success
57,60618,179986,Medium,Car Purchase,4301589,23,ULIP,Success
55,22200,73231,Low,Child Education,6149017,6,Debt Mutual Fund,Success
46,29733,232224,Low,Car Purchase,8661470,19,Savings Account,Success
51,113429,797829,Medium,Retirement,2494033,20,Debt Mutual Fund,Success
40,190080,471792,Medium,Car Purchase,6932500,12,Balanced Mutual Fund,Success
54,133611,852303,Medium,Tax Saving,756015,14,ULIP,Success
59,78278,504081,Low,Buy a House,4319260,28,PPF,Success
55,192925,515351,High,Car Purchase,7232280,19,Sukanya Samriddhi,Success
44,86973,241226,Medium,Travel Abroad,5945792,28,Debt Mutual Fund,Success
38,163379,1922935,Medium,Retirement,638993,30,FD,Failure
41,179491,1537123,High,Emergency Fund,9536560,2,NPS,Success
53,86714,377817,Medium,Child Education,8840449,7,ELSS Mutual Fund,Success
60,23797,109157,High,Travel Abroad,4093617,14,Savings Account,Success
36,94245,496309,Low,Child Education,4073006,10,Gold ETF,Success
46,135436,1075300,High,Emergency Fund,8445523,29,Savings Account,Success
26,24220,71699,Low,Buy a House,2511284,17,Equity Mutual Fund,Success
49,95647,337423,Medium,Retirement,5811704,27,ELSS Mutual Fund,Success
38,190656,1886621,Medium,Child Education,2415721,7,Debt Mutual Fund,Success
55,166419,220249,High,Car Purchase,4216148,1,PPF,Failure
45,139879,606104,Low,Emergency Fund,9029610,22,Gold ETF,Success
45,29713,250202,Low,Buy a House,1900039,7,FD,Success
52,47356,526157,Medium,Child Education,2307105,11,NPS,Success
56,165720,1582553,High,Car Purchase,7108147,15,Gold ETF,Success
25,108968,993239,Low,Tax Saving,4200261,27,Sukanya Samriddhi,Success
36,125778,818108,High,Child Education,4088734,15,RD,Success
24,17237,102892,Medium,Emergency Fund,8546545,23,Equity Mutual Fund,Success
51,23769,42426,High,Child Education,949041,12,Savings Account,Success
22,198877,766079,Low,Buy a House,8054575,16,Savings Account,Failure
54,128945,334066,Low,Car Purchase,2143251,13,Sukanya Samriddhi,Success
23,117942,661505,Medium,Retirement,3981416,16,NPS,Success
30,80484,691470,High,Retirement,490707,22,Equity Mutual Fund,Success
57,48947,48796,Low,Travel Abroad,2705223,18,Equity Mutual Fund,Success
41,46532,235117,Low,Tax Saving,7614541,22,Savings Account,Success
31,161904,1719798,Medium,Child Education,3017496,19,PPF,Success
24,187173,1769179,Low,Emergency Fund,645559,2,Savings Account,Success
34,187612,762707,High,Retirement,4554008,13,Gold ETF,Success
44,63396,200407,Medium,Emergency Fund,5716660,14,RD,Success
49,144065,141980,High,Car Purchase,260485,20,Savings Account,Failure
48,98693,849563,High,Emergency Fund,7922772,29,ELSS Mutual Fund,Success
55,50758,359579,High,Retirement,4112393,13,Equity Mutual Fund,Success
31,182625,1755391,High,Buy a House,9209338,8,FD,Success
56,186627,2146155,High,Buy a House,3903859,6,FD,Success
26,156346,1644614,Medium,Child Education,6093736,25,Equity Mutual Fund,Success
48,174161,1790000,Low,Tax Saving,866562,12,ULIP,Success
36,20364,70400,High,Car Purchase,3100036,6,Sukanya Samriddhi,Success
60,158492,1041747,Medium,Tax Saving,9096709,26,Sukanya Samriddhi,Success
25,190386,601438,Medium,Car Purchase,5862842,17,Sukanya Samriddhi,Success
25,77872,117845,Medium,Buy a House,7876113,21,PPF,Success
54,145484,207341,Medium,Car Purchase,1033642,18,Equity Mutual Fund,Success
37,36161,117901,High,Buy a House,4215097,1,PPF,Failure
60,28209,318994,Medium,Child Education,428902,26,ELSS Mutual Fund,Success
43,102714,210196,Medium,Retirement,7025393,13,Savings Account,Success
27,20821,135797,High,Retirement,7681564,13,Equity Mutual Fund,Success
46,106751,536666,High,Retirement,5518410,28,RD,Failure
40,194001,1713877,High,Child Education,1374588,11,PPF,Success
36,60023,661191,Low,Retirement,6681372,8,NPS,Failure
29,173769,634438,High,Retirement,102310,9,FD,Success
55,90832,826496,Medium,Buy a House,2224615,1,RD,Success
31,100943,665543,High,Child Education,2215778,27,Balanced Mutual Fund,Success
45,156410,571129,High,Tax Saving,8523854,10,NPS,Success
56,104641,407311,High,Travel Abroad,8628132,30,FD,Failure
53,113529,1320675,High,Buy a House,6677948,1,Liquid Mutual Fund,Success
39,179736,1993958,High,Emergency Fund,9022125,29,Liquid Mutual Fund,Success
49,34445,62459,High,Buy a House,4246465,19,Equity Mutual Fund,Success
39,28681,277985,Low,Emergency Fund,6815969,5,Debt Mutual Fund,Success
53,182054,1218250,Medium,Tax Saving,6460264,28,RD,Success
57,194874,510992,Low,Buy a House,6028826,14,ULIP,Success
31,18075,36117,Low,Travel Abroad,5808501,18,Balanced Mutual Fund,Success
41,115573,401479,Medium,Buy a House,5671582,2,Gold ETF,Success
51,197453,614326,Low,Tax Saving,4710667,4,Liquid Mutual Fund,Success
52,158965,1166920,Medium,Car Purchase,5165860,28,Balanced Mutual Fund,Success
51,52231,585918,Low,Emergency Fund,6568145,27,ULIP,Success
56,50771,209788,Medium,Buy a House,7085577,9,RD,Success
37,15041,122335,Medium,Retirement,2675274,16,PPF,Success
58,17297,142310,Low,Car Purchase,4097353,26,ELSS Mutual Fund,Success
24,42517,81393,Medium,Car Purchase,4207620,10,NPS,Success
22,153465,238862,High,Retirement,9133401,12,NPS,Success
50,96476,1089128,Low,Buy a House,4932051,11,RD,Failure
60,78085,914770,High,Travel Abroad,7286968,24,Savings Account,Success
33,139439,1198570,Low,Buy a House,9993205,5,PPF,Success
33,150331,31106,High,Buy a House,8988242,16,PPF,Success
22,170049,239507,High,Travel Abroad,7214043,24,NPS,Success
44,139778,1593998,High,Retirement,5711346,27,Equity Mutual Fund,Failure
44,93138,1083189,High,Tax Saving,3864361,17,Debt Mutual Fund,Failure
23,117845,495056,Low,Emergency Fund,944791,19,ELSS Mutual Fund,Success
50,62427,504727,Low,Buy a House,9456935,19,Gold ETF,Success
52,42426,225829,Medium,Emergency Fund,8683241,27,NPS,Success
50,84517,241654,High,Car Purchase,1210873,14,PPF,Failure
42,194634,1696430,High,Buy a House,3779554,11,PPF,Failure
26,127839,996914,Medium,Retirement,5976738,24,ULIP,Success
48,158391,598638,Low,Retirement,1105595,22,FD,Success
47,55008,380200,High,Emergency Fund,5814964,20,Liquid Mutual Fund,Success
50,87440,941154,High,Buy a House,5929285,2,Savings Account,Success
22,118339,128337,Medium,Emergency Fund,250725,3,ULIP,Success
26,122982,1238376,High,Child Education,4199055,5,PPF,Success
35,172234,1724659,Medium,Travel Abroad,5104311,8,NPS,Success
46,142298,131104,High,Tax Saving,8395962,14,Gold ETF,Success
53,153854,586635,Medium,Buy a House,7093818,21,ULIP,Failure
51,48559,550967,High,Tax Saving,5417864,11,Debt Mutual Fund,Success
56,34613,366893,Low,Emergency Fund,2639771,6,FD,Success
48,134603,1449584,Low,Child Education,5516859,7,Equity Mutual Fund,Success
37,95721,51089,Low,Child Education,436459,1,Gold ETF,Failure
37,28899,138531,Medium,Emergency Fund,6919318,28,Equity Mutual Fund,Success
43,67719,132577,Low,Emergency Fund,5935424,16,RD,Success
35,98011,461736,Low,Tax Saving,3540451,22,Liquid Mutual Fund,Success
57,156568,847419,Low,Car Purchase,5052889,24,Balanced Mutual Fund,Success
23,103438,262193,Medium,Child Education,3488995,13,Savings Account,Failure
56,24785,141861,High,Retirement,4250846,29,Sukanya Samriddhi,Success
52,114838,455646,Medium,Tax Saving,5428840,28,ULIP,Success
58,187318,692443,Medium,Travel Abroad,5548456,9,FD,Success
30,105854,1252895,High,Retirement,2706184,26,ELSS Mutual Fund,Success
56,83274,837510,Medium,Child Education,7600006,11,Savings Account,Success
23,147407,537130,Low,Child Education,9772972,27,NPS,Success
41,174015,445103,Low,Buy a House,3538635,28,ULIP,Success
50,105631,1224906,High,Child Education,7281064,22,Savings Account,Success
31,156652,37619,Low,Buy a House,6146139,13,FD,Success
26,21035,13240,Medium,Retirement,3692351,4,FD,Failure
23,161335,1333779,High,Car Purchase,9011045,15,Savings Account,Success
43,68277,97369,Low,Child Education,5396209,8,Equity Mutual Fund,Success
41,32999,390964,Medium,Buy a House,9245652,19,PPF,Success
34,185690,1125991,High,Travel Abroad,9014376,23,Sukanya Samriddhi,Success
43,116429,190571,High,Emergency Fund,3503830,30,Liquid Mutual Fund,Success
50,43622,121364,High,Child Education,8136870,14,ELSS Mutual Fund,Success
23,93851,454385,High,Travel Abroad,8847558,7,ELSS Mutual Fund,Failure
55,68085,721274,High,Emergency Fund,642375,15,Savings Account,Success
31,29594,50101,Low,Child Education,1723025,12,Sukanya Samriddhi,Failure
24,48738,284469,Low,Tax Saving,6904985,10,FD,Success
32,91784,38420,Medium,Retirement,8422507,26,Equity Mutual Fund,Success
40,95350,576380,Low,Travel Abroad,9689159,17,Equity Mutual Fund,Success
